record_id,machine_id,production_line,batch_id,shift,product_type,ambient_temperature,humidity,air_pressure,ambient_vibration,motor_temperature,spindle_speed,motor_current,torque,vibration,acoustic_level,bearing_temperature,process_temperature,hydraulic_pressure,flow_rate,coolant_temperature,material_feed_rate,feed_pressure,cycle_time,throughput_rate,production_volume,machine_utilization,resource_utilization,operator_load,power_consumption,energy_per_unit,defect_rate,quality_score,first_pass_yield,fault_event_count,downtime_minutes,maintenance_frequency,production_cost_per_unit,resource_efficiency,production_efficiency,energy_saving_pct,downtime_reduction_pct,cost_reduction_pct,benefit_score,operation_mode
11,M08,Line_C,B0976,Morning,Product_A,26.130971081138913,56.20348686386392,104.08140093136699,0.3613116276050054,55.684245466537696,2954.384703280897,26.293246819092243,55.170098833773295,1.199972766746617,78.83102940776192,65.29904448059946,81.26386972811757,167.73134346667388,67.8236245153973,24.968422451553696,93.99594674208458,81.6306927361753,32.91068957035733,114.79478724221954,121.58397455331414,66.81905246423564,85.04970903711057,47.3683574849982,19.47913895896175,16.341653490573403,3.8731220880856503,87.81206354929114,93.59602845922242,2,13.186287558659608,2.0933770031292274,7.773410459781948,99.0,99.0,7.998633812186133,52.753112369428976,27.469179168584247,67.68022700804627,Precision_Quality
12,M03,Line_B,B0042,Afternoon,Product_D,23.913284726873457,38.76256558898276,101.67905507975281,0.297129937220912,60.576950855925496,2652.8011584822175,22.3438202628408,50.912456990565076,1.270117772793341,80.3141639904525,77.597429234023,84.37452876050209,165.00673188546975,62.60059590595408,,68.22553008465398,79.73373005372837,35.580909488482654,111.04242115809829,126.25324431206,72.09591798877946,85.86956184919755,64.52953125529353,19.880093898790484,15.747414997764642,4.372391420033168,88.68659121263423,93.85554630208996,1,22.158343902284347,1.429551182697793,8.424316625714193,99.0,99.0,9.423027736754054,51.74145920471964,26.235669593828316,67.84882152190403,Precision_Quality
13,M02,Line_E,B0455,Morning,Product_C,24.502529721593724,64.2257172185897,99.04594477647586,0.11758152593766358,57.31541395217898,2842.942448909786,26.463879113350423,54.02532380158957,1.3353427481450428,68.61908952785008,61.85499251665095,82.24613369408121,142.42582525498787,72.15220239982528,26.443976051065135,70.59769701130902,84.91689238350045,32.860182010274656,117.86307024047066,135.48907973572412,70.71613189570897,87.53763263880704,63.897309846835306,18.75597801059059,13.731452612155552,3.586725617106672,87.79522219078468,91.73613635311766,1,14.556130964103177,1.3858337178523197,7.551844015425698,99.0,99.0,10.265663986290058,54.90105276916525,27.379005414294262,68.10829206866885,High_Throughput
14,M12,Line_C,B0182,Afternoon,Product_A,22.568396268369824,55.85457734306138,96.53112331804886,0.3627971988416702,58.474308015211385,3162.321327800063,22.323503707484807,49.62018420475091,1.3985251281689648,77.00714495101428,64.95314744420389,82.64995038340966,131.43769948524624,71.10738060447625,20.79224692313553,99.94498845718252,82.8170888659921,31.579879691574533,124.87822901195709,107.94526133700859,75.07573791277768,81.71992193487239,60.81038542968238,21.44358298933644,20.0,4.734144518935082,86.199730723008,91.60042515700015,3,23.175877090952397,2.8482035097495215,8.827018836514151,99.0,99.0,2.0,40.81067170543994,25.66651447517928,65.1120819242986,Precision_Quality
15,M06,Line_E,B0757,Afternoon,Product_C,19.44969223684296,40.369897792960955,103.95031648854258,0.2786685548845934,57.0720681796867,2138.015313317399,21.0323543384659,47.244093264275335,1.24342640419982,73.77749147222717,70.89609282991033,80.52685654690352,125.21292092431582,58.559342110060534,26.55650057223079,64.17269909562334,74.42856926918479,33.464527190233994,107.48303711785057,96.82326100016157,80.68210240883607,91.67504786141492,73.66392176970136,17.837999726989565,18.55372694322579,4.0893450116477625,87.02388015280576,93.91024768768416,1,17.61667589465734,1.7880066937704073,8.193661016113502,99.0,99.0,4.023470536903611,53.525763468434455,28.870138906301772,67.18418974567096,Precision_Quality
16,M02,Line_A,B0195,Night,Product_C,27.442687179182126,50.06052402409977,100.04682194594238,0.10480178203696011,50.883462131728635,2966.2375821447663,21.404340214171842,47.5951200064012,,77.49209951200855,62.0978541138572,77.57579932580146,160.96794770581278,73.93166474738149,24.09760640439374,74.96812844873081,76.56381210611981,34.48201228848404,119.1988255329569,128.07342460643596,66.98411758509842,80.30885650809225,61.10760866228317,19.2719665294226,14.694483598719232,3.791393551290769,87.42324656706386,94.00069075138403,1,25.327279150095652,2.09160348304072,7.334184796507471,99.0,99.0,13.27473249896217,54.87134028603796,30.689652420619332,68.88761237761145,Precision_Quality
17,M01,Line_C,B0590,Morning,Product_A,25.016273938752988,49.0108388370988,99.79012860589775,0.05,48.50886772848165,2828.6341067777726,22.595108026473607,52.97928564998292,1.0747156751785927,69.24265925911405,64.54731247222125,90.80526821407038,126.68302088396469,71.3243953818729,,80.77519465018278,88.66859995716243,34.46033617531598,117.20049227178222,126.29864434918974,71.39631696517031,93.7323350552516,60.32717962658797,19.465026219614614,15.672540214529254,4.272258454964303,85.0723546098572,91.12132618926952,0,13.290626008267225,1.6732052538705284,7.615313298520288,99.0,99.0,9.746344150941235,59.67887157536199,27.85652445189394,67.98669376838257,High_Throughput
18,M12,Line_B,B0832,Afternoon,Product_A,23.7668110278172,45.557684812087395,102.76238098072945,0.31220657753924574,56.867993320765834,2695.655582441017,24.930747104097403,46.808601173284934,1.3670266913286775,78.91051886985048,66.9985494940234,77.12950850230844,181.66327495800758,64.66406813396827,21.230036534411084,89.93305408693314,83.1511859655297,25.914902702721676,118.90460998985493,133.97722336397584,71.09242685109653,86.64979213465747,58.686899646230486,19.480319004039718,14.520782943724424,4.498281406475331,86.80741910281007,90.14807854530521,4,32.981070794749165,2.147527869764262,8.245850973913017,99.0,99.0,13.05658893727615,43.51673198545142,24.6050176501392,66.8948105256931,Balanced_Production
19,M12,Line_A,B0976,Morning,Product_A,30.341668681714694,65.47651311297427,98.60838597794093,0.1574953845153516,56.19632835265001,2905.2020946747666,23.524568484934996,59.39126028914869,1.0229088814961258,72.09316409728939,60.463045601768904,86.3934537911721,133.2545121080044,63.0381390116421,16.154363015769565,72.2916499924745,82.38403937199436,21.40221911537509,117.2561795959523,130.2507332090743,71.88252407647734,78.7934026688066,69.7313745223628,19.43507664886933,15.118737629705693,4.317897618182341,87.88802113111404,92.28699106686723,1,20.582142236139287,1.3245487279967834,6.96916216442389,99.0,99.0,6.722828350102828,61.7805051112449,29.101990077082807,68.4653595722994,Precision_Quality
20,M17,Line_D,B0388,Night,Product_C,21.31167575125611,45.74273950105313,100.21324044776307,0.23208778173805614,55.963823267520674,2796.104742781016,21.17067145054447,58.047977720325505,1.3533658163099769,76.17804269632018,62.99212975023921,87.06212604336683,143.6166404704204,64.12793615316002,23.482189078171565,106.64556920513505,89.97798398091004,30.57006807174106,114.19263120157288,94.8090826873307,68.3380350843843,84.21194435516387,89.05461304042122,20.250584491892727,20.0,4.579111952270355,86.7247604456066,92.67250885782386,3,18.496845381046064,2.6078874188790486,8.646608363054304,99.0,99.0,2.0,53.33572146933741,33.96890557600814,67.24670498718767,Balanced_Production
21,M10,Line_B,B0927,Afternoon,Product_B,26.548717550681538,73.47277623731324,99.8569114417156,0.22061995569368262,61.49981098419675,3132.8904945290956,22.711080985278915,51.675934867073074,1.336838071063227,,68.7975020896658,79.17832498432315,116.04614945328399,69.08492640688377,24.55232574018861,70.22693735896226,76.2171520776883,27.469915972844934,122.85100021408273,126.31325488178277,68.99137522218385,84.57635963778291,40.55614402146986,20.41056405027233,16.155112079693858,3.5456091124586666,90.17302595264873,95.74803184158394,2,25.85050153874967,2.2353367206107193,7.883514075638853,99.0,99.0,5.292791241102194,44.71394045823872,27.347156428185958,67.06860491182546,Precision_Quality
22,M16,Line_E,B0637,Morning,Product_A,31.06977961172779,64.4904119527078,101.04571114200667,0.5605277235310437,56.51443660796134,3202.5847037489884,22.637253692348875,48.599272283012446,,75.18639687392121,61.838887827318324,81.88917439749154,164.11875521495293,75.0,21.41990356079,56.90412731506032,73.87617105497715,32.024108000431305,121.93344100991823,122.55638304620138,79.64043126900702,81.89260572353383,60.02483492177752,19.767068442427092,16.110485226204016,4.030123266651929,86.0469680128616,94.7185037254864,4,28.73044932390527,3.177209455335308,8.125064259311994,99.0,99.0,7.632921303123906,43.12476559508438,25.593479972513983,66.24960146769052,Precision_Quality
23,M15,Line_B,B0141,Morning,Product_A,25.84032192042445,51.379066449595044,102.29258127557945,0.426720610350624,52.01654577833082,,24.964475421388475,48.37592862567238,1.2139453534180593,73.31765069703454,66.7863573146339,77.19933310642797,133.44700587969902,70.46293751226625,25.17307249471107,61.30244002011678,72.72236237416428,29.262574447378633,113.69561033657676,103.83789017979701,70.84286391678599,83.92749461950397,63.721889177538884,19.229134170232296,17.9242337411239,2.8243730694881455,89.21821116364,95.12528161742677,1,18.475451522308088,2.1317369356092457,7.774883421896036,99.0,99.0,4.3835654081588045,49.996110235934275,27.861535145541346,67.27924348854353,Precision_Quality
24,M15,Line_D,B0027,Afternoon,Product_D,20.787711154230415,80.15573933371954,102.92594694034162,0.3152622633754194,55.418755197037356,2548.688062423599,22.560907848167602,50.48038580062176,,78.27442252180089,70.77946692981217,75.13581604486828,175.7270101277895,67.80695274487223,25.63289285822151,53.83231422012268,71.48295926454894,34.66818858068122,102.42199366246129,87.5531874639849,76.27570844772201,89.22545452077156,70.20078951180751,18.19031756494652,20.0,3.52561115703967,88.91248971353347,94.11485555416654,4,36.86205882829523,3.280754341089997,8.843743816652749,99.0,99.0,2.0,31.748251321415566,27.575755094922172,65.06727748766552,Energy_Efficient
25,M19,Line_B,B0315,Afternoon,Product_C,27.630868153213363,50.97469171702967,102.42240937668524,0.31086899438277626,54.35900423901756,2791.5665842579037,22.453975122045787,51.223468177669474,1.125997187392083,75.64965124695368,70.109977898497,75.74023775393457,113.8107105460505,73.36639606022688,22.315270108821483,67.30279133554217,76.21019050548237,32.74032611952698,108.88313930109524,110.69953078341375,75.5019137615524,86.67889745576213,69.85944250823441,19.999298504491076,18.152845816970498,3.107092654143357,89.8740387940605,93.462090777923,4,21.36095579772836,2.6790316525719984,7.7541852480991755,99.0,99.0,2.0,47.07913099947908,25.69652651504907,66.5004552849153,Balanced_Production
26,M12,Line_A,B0321,Afternoon,Product_B,22.75450482182133,39.75145788454142,104.00993417205399,0.31490097498576886,64.41133967060182,2022.7277123723188,24.674612977461006,49.132771603546935,2.020999718880087,80.08709956285912,74.82616667905917,81.54539262229093,159.04519861757743,,23.43882691437598,100.19074807287878,77.91980248648869,36.16949053787278,94.02333619572796,106.53586125498282,67.00562744662238,84.71786561807907,56.413289048962284,18.68382014787014,17.49798193686694,4.133974620251827,83.7369078845564,90.47932376394785,4,33.919299248351564,2.8138169984375074,8.494025451103468,99.0,95.48221331063687,3.9032744440789746,35.56974421276196,23.581991027441422,63.32625312704769,Energy_Efficient
27,M20,Line_B,B0448,Morning,Product_D,22.53392747723157,,99.6841328193123,0.30458412373849003,65.83951543114071,3090.866331556779,28.51692445397782,58.36909875224993,1.6399392338851153,78.08730696479303,70.98204367586575,77.98337422857206,123.75642236371124,72.43263823985444,22.95316122161633,82.13986580589486,84.2332015423189,35.04447623949324,116.9805008348795,109.94818791664142,77.45716351539238,87.34117665522191,50.70770696920098,20.704640773790864,18.74368433579104,4.171473527042629,86.26164619274776,92.64138498400257,0,15.30824488667552,1.7009341078737275,7.959861681103672,99.0,99.0,7.081385754079894,62.653629450005965,28.70433452320856,68.26895499826963,High_Throughput
28,M03,Line_C,B0793,Afternoon,Product_A,21.611837856686858,45.54983052883856,101.98497381028403,0.3826929628539442,54.69237985665313,2937.6224368015346,30.369997196632724,54.45186702273067,1.2955963239640096,69.53432434492721,73.32295029356581,84.87221710439414,134.41265519655255,68.32302983870206,24.811852973923116,60.435450385935056,66.24661170474654,34.780689481545686,117.91979781967424,131.3846141305425,76.15809075287247,86.84314923245194,63.39301946570354,20.8969270264931,15.77236099539174,4.004307950582886,89.54843721239487,92.5773507031656,2,21.419920208355546,2.20516931236187,7.844024013469178,99.0,99.0,10.94034056785393,53.74490136150595,33.93621436498108,69.09306441472766,High_Throughput
29,M05,Line_D,B0293,Morning,Product_C,29.710792531790766,68.74185240842269,100.23364353113475,0.2480340260035735,54.94315688218286,2909.0466818283667,25.171616057813168,56.21520762573203,1.3202697757076338,72.1393109088522,67.31952392597532,84.16760930788551,146.60586623548065,67.74591766207358,19.751736056294508,84.53315998202012,77.3852934427957,32.10567127667551,112.66674570447354,97.14498545615656,73.54129318578175,94.34379559399966,51.019172788793725,19.258802409289643,19.7626085847929,3.6501048785523986,86.61727326270565,92.781132382416,1,27.95048460483975,2.05693195500929,8.678845470224362,99.0,99.0,2.0,48.47699536065845,27.209557800938015,66.12492055983006,Energy_Efficient
30,M19,Line_B,B0754,Afternoon,Product_B,23.204015798053,39.755811268898164,100.99807840819022,0.19362093468527813,58.54944560183999,2631.149333808975,22.22436254892469,,0.8881137827055324,81.7070941242961,70.87441357348463,82.12466323253777,129.5503619504135,63.83460691432834,19.462968131904844,62.08933843493941,74.76940396071465,33.68698609084647,115.42386865180143,116.98610496314865,64.5540256949385,87.59504457879918,71.77322694133719,17.342529062819395,15.036887548011366,3.2939415841304234,88.03967799889338,92.824848695212,1,15.311951962347583,1.8178329671754778,7.525747141362456,99.0,99.0,8.502382412323747,51.29867111955957,29.296818706124327,67.79436607519641,Precision_Quality
31,M07,Line_D,B0236,Night,Product_B,21.55598769926787,45.665466691610156,100.9614936440527,0.46966526317329316,59.84144658704403,3546.1699829564595,26.385818113560145,52.48521922543501,1.6873154082763153,75.86122847951165,73.69850939138787,73.4900716121047,154.03804645363752,75.0,20.79051013083161,86.97896657274397,82.6320949140263,27.464997210589004,123.82802701470254,126.10781060641136,69.46047182989322,86.98551317377702,74.41332200767026,22.217198311984497,17.394742640892595,4.251085091534162,88.43133802950662,94.08699542400598,1,13.562594081553687,2.2153652574017837,8.070575441594857,99.0,99.0,5.723083804245214,57.92068218577655,32.311201439806155,68.44977934313968,High_Throughput
32,M09,Line_A,B0715,Afternoon,Product_D,28.489761372172126,49.09297267838466,98.27829864521757,0.24093756358530055,57.40261866783617,3532.3792660158447,29.229380488150326,53.73865834178687,1.4421032059812777,79.67489236340019,68.60056854999993,80.91983964070242,138.9858027717082,75.0,19.430706307171114,88.06892551203622,82.19238758779487,34.65811511214741,114.77581616814362,109.78429485836395,70.68153469251173,93.59703371424662,70.63296984234236,22.50987274782654,20.0,4.177226802406222,84.00286397916138,93.00189361989008,1,15.04969060586166,1.6682551372488332,9.094833851537624,99.0,99.0,3.7547503096859263,50.561327269908915,33.967846554534354,66.73028324354665,Balanced_Production
33,M07,Line_C,B0457,Morning,Product_C,19.419572801993123,61.283092884963445,101.69399675089268,0.42403344507798446,50.171534485773456,3250.6706662347024,25.371793734026063,54.77211823017552,1.0297349264099995,83.46873730414111,66.9052789330336,88.57196074962633,134.60639789891883,75.0,22.822076891639398,81.86525583925543,66.36210998015099,29.067931083971164,123.77280560336776,138.436068399704,66.31762057409574,85.72359353351646,47.614972940559085,21.619941307555127,15.443564437458233,3.269489819739859,91.05331317110995,93.27469335332191,2,21.379488595447263,1.9153045627890695,7.447050691879036,99.0,99.0,10.743160483230088,49.432176903063514,27.531919890063634,68.364077193986,High_Throughput
34,M18,Line_E,B0892,Night,Product_A,24.70553808067587,49.69566467709999,101.4416373686554,0.23197251504206967,53.20446636549384,2444.077849381446,22.838052620614516,59.660581333332345,1.1431098020919297,73.6566621259357,62.774375480663146,85.74309415395857,,62.5441227111616,27.182782784163372,62.07019032701962,80.15653129035202,32.64108675109159,105.48206217327949,116.06747486013828,69.24329261083558,85.7774910855093,66.1895431233786,17.943637191948785,15.13368515704578,2.9793961349639666,90.92335140872137,94.17380135853894,0,17.443727445848594,1.7372493167488912,8.10199480679662,99.0,99.0,12.80039485480822,57.734870291475616,30.908515332256403,69.7883410859673,High_Throughput
35,M04,Line_B,B0839,Morning,Product_A,22.32376441601352,49.03713563636105,101.28196169511219,0.44061080525713686,53.71022848278743,2655.997085749138,22.096237808168848,,1.135878777058238,72.59516914939717,68.29110372098219,81.5433069239428,150.688332398531,59.70450040759732,21.225179563059264,68.12778230563009,77.82134342288109,29.649370833489552,107.08224638990693,114.63343238703729,67.21603062327318,87.8733220482306,65.17200019424313,19.16136557202699,16.47374130750276,3.558566371339273,89.97595955845001,91.94110188795742,0,7.427002149867954,1.8842718968650196,7.248765207629795,99.0,99.0,2.0,63.70406905831554,34.2168642758208,68.84222889476332,Precision_Quality
36,M14,Line_A,B0654,Afternoon,Product_B,26.439985868765035,62.2737437519748,100.59413815871044,0.297100107156035,,3198.330012320909,28.14276134949734,58.19030293022044,1.295488525884967,78.55884155367144,68.95850020194897,80.06082554627994,151.61601238837437,70.78088767479939,20.746798692070474,78.21202275192286,81.88230847165235,34.35184602054669,122.5957037968041,121.43021653386178,71.09376140800066,86.96435555629095,50.07288809681293,22.7138809119407,18.504735256570513,2.7102912978640736,91.65989980572253,93.15427146478889,6,32.215411630678524,3.561240174426603,8.75286764754735,99.0,99.0,2.075559981393132,33.88300284612149,25.478357180120057,65.55920336592104,Balanced_Production
37,M18,Line_D,B0606,Afternoon,Product_C,23.14513177134079,67.9199850234943,96.72042807467598,0.30502137926578443,47.15920741005577,2779.3020803600316,27.08697351828375,64.51428211339609,1.1102490160665526,74.34950235453861,67.86399977378288,81.14083443330814,142.62921358633312,68.65066505064331,19.40166882455208,77.9619853856867,79.60770442485475,31.14562681462789,110.12474780554159,115.82123722965052,67.71861034402616,81.78657178299974,77.6332274705541,19.68945671517352,16.914540035373474,3.2017997430644884,88.27897535836675,92.59467906483428,0,14.434660164735632,1.5769645859791435,8.395235489636365,99.0,99.0,6.503396859504718,48.79013665511933,28.742314430472398,67.25169872609519,Precision_Quality
38,M09,Line_D,B0664,Morning,Product_A,19.98355971986072,51.757049565939965,,0.4264692004567915,59.188377360300365,3358.542797398592,26.13496272835986,53.950989103444876,1.2315964872109002,75.38934624795594,70.26866736928571,84.13486609924213,120.56075561817025,74.12708381939841,21.72716127384172,81.02371882633085,80.8162487348388,27.7433460392442,129.6158742880231,111.26826853929154,71.19604967909419,82.27734660119843,63.46003287615017,21.87411917675303,19.548882823884668,4.544026820812925,87.21289260747895,91.64834871730552,2,23.05910246301708,2.3886274041970634,8.112103749679738,99.0,99.0,2.0,51.467451615174106,31.998178060482456,66.92529421421592,Precision_Quality
39,M02,Line_A,B0765,Morning,Product_C,24.96030109957265,44.042090956857095,102.46631201188423,0.4999147027153949,62.52905033940215,2222.7861498351976,25.119074661430936,46.34381516200466,1.4503307968932588,74.1802407584354,66.94341154181903,77.52518717791119,137.31879175963246,62.187055395714324,18.796498036149075,69.11121297060185,86.24973384117126,31.609531720525105,99.1680018356665,107.95309047867298,66.54818793862951,86.91596576884267,67.25508388210099,16.176128202781232,14.882777075855527,4.86669364425671,86.01607870308646,92.67886958646571,6,42.46853169056777,3.6203066832468247,8.723401837646882,99.0,97.33714130703,9.646718918618742,29.138404212226057,26.95729946853118,64.83621214530154,Energy_Efficient
40,M20,Line_B,B0067,Morning,Product_D,23.030881026003343,70.98422659677809,104.8376087784233,0.3965324133748606,56.314921068536236,2072.883898407515,20.087562933444403,43.569975451443284,1.5228113295565822,63.17879557749307,,74.15862203048587,,57.76169619700991,23.217781114453263,68.46798761111815,76.91932348223067,33.16234675404561,98.30464465003946,94.88532862830438,72.67187180103582,87.33651130924812,53.82749144825978,16.34825254126892,17.53050139673339,4.067941712221665,86.26965352182195,92.07462470663975,0,13.78075299112078,1.4204144878949496,7.95648312531362,99.0,99.0,2.0,58.60169180778919,31.134279645398742,67.36310389049065,Balanced_Production
41,M15,Line_E,B0176,Night,Product_A,27.194179831843808,53.384140357238216,102.06647529475326,0.3645091764705051,59.58237226010901,3527.0869005413815,23.90462396798774,54.27228729896499,1.7832207213696092,73.55018489620088,63.73645097326717,83.51433089403294,165.065356910441,75.0,25.632009899241446,,71.37044791859861,33.34460146291172,126.60967545040965,110.84818005072485,62.33235321042586,82.3210990813552,48.76356886033417,21.94390347918732,19.896258754841384,3.578784724962161,88.58999635730908,93.45504212015615,2,28.077305167207715,1.8133307739686368,8.395620304570631,99.0,99.0,6.660163211528397,46.63464910456263,27.82901273800938,67.08204004138675,Balanced_Production
42,M07,Line_B,B0510,Night,Product_D,24.714410936286683,59.60328593914828,106.0,0.25965075853800673,56.14354917860487,3489.719071846229,27.07882538832074,46.541572537102624,1.5517586906595298,81.15940519441808,,77.79032534900642,123.792766977886,75.0,24.135931962747687,60.42126268467017,79.3753770303404,29.153836031163515,128.9330189750655,109.16038050625846,68.47966859553236,87.5187490441009,61.13829379012044,21.507582427528682,19.974523569604585,4.63878792394768,84.78284568113166,92.00188483471504,1,10.172742695320542,2.3868741017635697,8.953346925955717,99.0,99.0,2.0,65.25742137674858,29.186125675109167,67.52477912680749,High_Throughput
